name,affiliation,citations,hindex,i10index,quality,n_ratings,easiness,department,college
"Johnsen, Sonke","Professor of Biology, Duke University",5796,40,100,3.6,6,2.7,Biology,Duke
"Barth, Alison","Professor of Biological Sciences, Center for the Neural Basis of Cognition",3315,29,39, ,0, ,Biology,CMU
"Singer, Michael",plymouth university,7520,48,80,4.1,7,3.1,Biology,UTexas
"Kelly, Kevin","Assoc. Prof. of Electrical & Computer Engineering, Rice University",11162,40,66,4.0,1,3.0,Philosophy,CMU
"Miller, Scott J.",Yale University,17275,69,157,5.0,1,1.0,Chemistry,Yale
"Miller, David",所属不明,105321,167,808,4.2,2,4.0,History,CMU
"Kelly, William",Emory University Biology Department,6635,30,35,3.6,8,3.6,Social Science,UTexas
"Ganger, Greg","Jatras Professor, Carnegie Mellon University",18049,75,172,5.0,1,3.0,Engineering,CMU
"Falba, Tracy","Visiting Assistant Professor of Economics, Duke University",1856,18,19,2.7,3,3.3,Economics,Duke
"Chou, Cp","Professor of Preventive Medicine, University of Southern California",19604,66,150,5.0,1,3.0,Languages,Princeton
"Lorig, Matthew",University of Washington,458,12,16,4.5,1,3.0,Engineering,Princeton
"Beal, Daniel","Virginia Tech, Department of Management",7317,31,35,3.8,4,2.0,Psychology,Rice
"Frieze, Alan",Carnegie Mellon University,19536,68,272,4.1,4,4.0,Mathematics,CMU
"Arbogast, Todd","Professor of Mathematics, University of Texas at Austin",6119,37,76,4.7,3,1.3,Mathematics,UTexas
"Tonon, Fulvio","University of Udine, Italy; Tonon USA and Laboratorio Rocce e Ricerca Tonon",2462,28,50,2.0,1,2.0,Engineering,UTexas
"Kim, Miryung","Full Professor, Computer Science, University of California, Los Angeles",5005,35,55,1.7,3,2.0,Engineering,UTexas
"Hannan, Michael T.",Stanford University,51922,76,132,5.0,1,3.0,Business,Stanford
"Yang, Dali","William C. Reavis Professor of Political Science and the College, The University of Chicago",4663,31,54,3.6,4,2.8,Political Science,UChicago
"Parr, Jonathan","Assistant Professor, University of North Carolina at Chapel Hill",545,10,11,3.9,4,2.8,Chemistry,Yale
"Nan, Lin","professor of sociology, duke university",56817,62,108,3.5,1,3.0,Accounting,CMU
"Gute, David","Professor of Civil and Environmental Engineering, Tufts University",1213,20,39,4.4,7,4.1,Engineering,Tufts
"Dobbins, Ian","Professor of Psychology, Washington University in Saint Louis",5587,35,53,3.8,4,3.0,Psychology,Duke
"Meyers, Lauren","Professor of Integrative Biology, The University of Texas at Austin",8454,46,85, ,0, ,Biology,UTexas
"Rai, Mridu","Presidency University, Kolkata (India)",306,3,1,4.7,3,3.7,History,Yale
"Aven, Brandy","Tepper School of Business, CMU",300,7,5,3.5,2,3.5,Business,CMU
"Cooper, Douglas","Douglas Winslow Cooper, Ph.D., LLC",2370,25,52,4.6,4,3.5,Architecture,CMU
"Hall, Mary","Professor, School of Computing, University of Utah",7227,45,93, ,0, ,Nursing,Duke
"Hariri, Ahmad","Professor of Psychology & Neuroscience, Duke University",35406,89,200,4.9,7,2.7,Psychology,Duke
"Hamilton, James",University of California at San Diego,67744,66,89,4.4,6,2.8,Public Policy,Duke
"White, Robert",Cambridge University,18612,70,227,5.0,5,2.4,Engineering,Tufts
"Gross, Mark D","Professor of Computational Design, Carnegie Mellon University",5562,39,110, ,0, ,Architecture,CMU
"Goldstein, Gary",Kennedy Krieger Institute   johns hopkins university,9573,50,109,2.1,4,3.2,Physics,Tufts
"Teitsworth, Stephen","Dept. of Physics, Duke University",1224,20,31,4.8,8,3.5,Physics,Duke
"Cronin-Golomb, Mark",Professor of Biomedical Engineering,7764,46,103,2.2,8,3.0,Electrical Engineering,Tufts
"Pangle, Thomas","Professor of Government, University of Texas",3511,24,44,4.3,10,2.4,Political Science,UTexas
"Bradley, David",KnuEdge Inc,6375,26,41,3.3,10,3.3,Psychology,UChicago
"Li, Min","Professor of Aeronautical & Aviation Engineering and Mechanical Engineering, HKPolyU",8972,52,196,5.0,1,4.0,Management,Duke
"Jordan, William",Emory University,5192,33,81,4.7,6,2.2,History,Princeton
"Beveridge, Andrew","Professor of Sociology, Queens College and Graduate Center CUNY",1402,21,31,4.5,1,3.0,Mathematics,CMU
"Johnson, David","Visiting Professor, Columbia University Computer Science Department",231876,136,637,4.0,12,2.5,Economics,Stanford
"Smith, Trevor",University of West Indies (UWI),645,7,6,4.9,8,3.9,Music,Harvard
"Deserno, Markus","Professor of Physics, Carnegie Mellon University",7226,43,79,5.0,2,3.5,Physics,CMU
"Rowley, Clarence","Professor of Mechanical and Aerospace Engineering, Princeton University",15530,49,112,2.5,4,2.2,Engineering,Princeton
"Mitchener, Garrett","Professor of Mathematics, College of Charleston",302,8,7,4.5,2,3.0,Mathematics,Duke
"Wolfe, Jeremy","Professor of Ophthalmology & Radiology, Harvard Medical School, Brigham & Women's Hospital",33077,83,222,4.4,9,3.7,Psychology,MIT
"Adamchik, Victor",Carnegie Mellon University,1856,19,27,3.0,30,2.9,Computer Science,CMU
"Freudenreich, Catherine","Professor of Biology, Tufts University",2477,25,34,2.6,16,1.6,Science,Tufts
"Tighe, Rosie",Cleveland State University,526,10,11,5.0,1,2.0,Social Science,UTexas
"Suter, Robert",Carnegie Mellon University,5403,36,74,5.0,1,3.0,Physics,CMU
"Bryen, Ari",Vanderbilt University,193,7,5,3.0,1,1.0,Classics,UChicago
"Magleby, Daniel",Binghamton University (SUNY),62,4,3,4.6,4,3.8,Political Science,Duke
"Bloom, Paul","Brooks and Suzanne Ragen Profesor of Psychology, Yale University",31760,78,180,3.4,11,3.1,Psychology,Yale
"Lawrence, Christopher",Department of Biological Sciences,5293,39,53,3.3,7,4.0,Political Science,Duke
"Martin, John",Institute of Progressive Medicine,8568,38,92,4.5,4,3.2,History,Duke
"Reid, Robert",University of Nebraska,16650,68,172,4.4,7,3.3,Engineering,CMU
"Sagarin, Raphael","Biosphere 2, University of Arizona",3305,21,27, ,0, ,Science,Duke
"Richards, Daniel","Postdoctoral Research Associate, Imperial College London",376,8,7,3.2,58,2.7,Economics,Tufts
"Cox, Landon","Professor of Computer Science, Duke University",8250,34,44,2.2,7,1.0,Computer Science,Duke
"Cuellar, ","Genentech, Inc.",2688,13,14,3.5,3,3.3,Law,Stanford
"Johnstone, Barbara","Professor Emerita of Rhetoric and Linguistics, Carnegie Mellon University",9757,41,78,3.2,2,1.5,English,CMU
"Kelly, Kevin","Assoc. Prof. of Electrical & Computer Engineering, Rice University",11162,40,66, ,0, ,Engineering,Rice
"Cooper, Andrew",University of Liverpool,32308,96,265,4.2,3,2.0,English,UTexas
"Bar, Neta","PhD Student, Yale University",12,1,1, ,0, ,Anthropology,Duke
"Li, Zhiqiang","Senior Scientist, Sema4-Mount Sinai Genomics Inc.",1185,7,7,4.9,8,3.8,Chinese,Tufts
"Friedman, Morton","Ohio State University, Duke University",6066,42,89,4.0,1,2.0,Engineering,Duke
"Turner, Kathleen",Drexel University,133,2,1,3.0,3,2.3,Nursing,Duke
"Nelson, Alondra",Institute for Advanced Study and Social Science Research Council,2731,17,22,4.7,3,1.3,Sociology,Yale
"Yao, Yuan","Assitant Professor of Applied Chemistry, National University of Kaohsiung",3185,30,38,5.0,4,4.5,Chinese,Duke
"Marlow, Daniel","Professor of Physics, Princeton University",127522,174,928,4.5,3,3.3,Physics,Princeton
"Daly, John",University of Texas,15388,61,138,4.3,34,1.9,Communication,UTexas
"Klivans, Adam","Professor of Computer Science, University of Texas at Austin",2619,29,45,3.5,2,1.5,Computer Science,UTexas
"Wiseman, Thomas","Economics, University of Texas",3395,14,16,4.2,2,4.0,Economics,UTexas
"Kalra, Ajay","Assistant Professor, Southern Illinois University Carbondale",1937,23,36,4.0,1,3.0,Business,CMU
"Liechti, Kenneth",University of Texas Austin,5040,36,100,3.1,4,1.5,Engineering,UTexas
"Cacioppo, John",University of Chicago,164637,166,477,3.8,11,1.8,Psychology,UChicago
"Singh, Vishal","Associate Professor, National Institute of Technology, Hamirpur, Himachal Pradesh",4451,21,84,5.0,1,5.0,Business,CMU
"Mc Neil, Mc Neil, S.","Professor of Medicine, Infectious diseases, Dalhousie University",7665,43,117, ,0, ,Not Specified,UTexas
"Sheffi, Yossi","professor of Engineering Systems, MIT",7281,29,45,4.5,1,3.0,Engineering,MIT
"Herrero Senes, J","Associate Professor of Spanish literature, University of Colorado Boulder",72,5,0,4.0,4,2.8,Not Specified,Duke
"Nehamas, Alexander","Professor of Philosophy, Princeton University",6903,36,55,4.4,4,2.0,Philosophy,Princeton
"Regnerus, M","Professor of Sociology, University of Texas at Austin",8664,39,49,3.9,8,3.4,Sociology,UTexas
"Antoulas, Athanasios",Rice University,9572,37,74,4.5,1,3.0,Engineering,Rice
"Giovannoni, Olivier","Assistant Professor of Economics, Bard College",185,7,5,4.8,2,3.0,Economics,UTexas
"White, Brian","Pediatric Cardiology Fellow, Children's Hospital of Philadelphia",2823,17,19,4.8,5,3.0,Mathematics,Stanford
"Erwin, Zachary",St. Mark’s School of Texas,6,1,0,4.5,2,4.0,Languages,Duke
"Sharp, Richard",Mayo Clinic,10947,37,89,2.7,3,2.0,Mathematics,UTexas
"Rectenwald, Michael",New York University,131,6,4,4.8,3,4.3,Writing,Duke
"Bacon, Neil",Afiliação desconhecida,394,8,8, ,0, ,Physical Ed,Yale
"Ydstie, Erik","Professor Chemical Engineering, Carnegie Mellon",6567,38,93,4.3,3,2.3,Engineering,CMU
"Schiebinger, Londa","John L. Hinds Professor of History of Science, Stanford University",12100,40,84,4.5,1,2.0,History,Stanford
"Harris, John","Professor of Physics, Yale University",135559,167,843,3.7,3,2.3,Physics,Yale
"Carroll, Jeffrey","Associate Professor, Behavioral Neuroscience, Department of Psychology, Western Washington",2094,20,27,1.4,9,2.3,Computer Science,CMU
"Paradiso, Joseph","Professor, MIT Media Lab",18167,60,175,5.0,1,4.0,Media Arts,MIT
"Whigham, ","Senior Botanist, Smithsonian Institution",13997,62,176,3.2,18,2.3,English,UTexas
"Karadkar, Unmil",Assistant Professor,352,10,11, ,0, ,Information Science,UTexas
"Brizuela, Barbara",Tufts University,2868,24,40,2.2,4,3.0,Education,Tufts
"Farrell, John",Brown University,3233,25,30, ,0, ,English,UTexas
"Guest, James",University of Miami,4668,33,45,5.0,2,4.0,Engineering,Princeton
"Anderson, David","Professor, Colorado State University",103492,70,153,4.5,3,4.7,Physics,CMU
"Chang, Howard",Stanford University,70110,110,393,2.0,1,2.0,Mathematics,Duke
"King, Jonathan",CSIRO Energy,5523,33,64,4.5,1,4.0,Biology,MIT
"Laughlin, Charles","Chinese Literature, University of Virginia",290,5,4,1.5,1,3.0,East Asian Studies,Yale
"Beliaev, Dmitry","Mathematical Institute, University of Oxford",315,12,13,3.2,2,2.0,Mathematics,Princeton
"Zin, Stanley","Professor of Economics, New York University",9335,25,31,4.7,5,3.0,Finance,CMU
"Gonzalez, Jose",Wellcome Trust Sanger Institute,14009,25,36,2.0,3,2.3,Classics,Duke
"Bump, Jerome",Prof Emeritus English U of Texas,762,11,13,3.8,3,2.7,English,UTexas
"Rathje, Ellen","Professor of Civil Engineering, University of Texas",5624,38,99,2.2,2,1.5,Engineering,UTexas
"Katz, David",Professor Duke University,11958,63,159,4.5,6,3.3,Engineering,Duke
"Arcidiacono, Peter","Professor of Economics, Duke University",5273,32,37,4.2,11,2.4,Economics,Duke
"Iyoob, Ilyas","Faculty, University of Texas at Austin",373,9,9, ,0, ,Engineering,UTexas
"Andriacchi, Thomas",Stanford University,34506,97,247, ,0, ,Engineering,Stanford
"Hammond, John","Principal Research Fellow, University of Reading",7411,38,59,2.5,3,2.0,Mathematics,UTexas
"Choi, Namkee",University of Texas at Austin Professor of social work,5057,38,106, ,0, ,Social Work,UTexas
"Denniston, Ryan",Duke University,122,4,2,3.0,2,3.5,Sociology,Duke
"Shea, Andrew",University of Florida,423,13,14, ,0, ,Film,UTexas
"Quenemoen, Caroline",Rice University,68,5,2,5.0,6,2.2,Art History,Rice
"Biegalski, Steven","Professor, Georgia Institute of Technology",1642,20,41,4.6,19,3.1,Engineering,UTexas
"Pfau, Thomas",Duke University,779,13,19,4.4,15,2.5,English,Duke
"Weisman, Bruce",Rice University,19916,51,116,2.8,4,3.0,Chemistry,Rice
"Simpson, Beryl",Professor of Integrative Biology,8644,47,114, ,0, ,Biology,UTexas
"Luchs, Michael",William & Mary,2524,16,18, ,0, ,Marketing,UTexas
"Liu, Gang","SYNL, Institute of Metal Research, CAS",26441,70,189,5.0,2,3.5,Languages,CMU
"Smith, Philip","Professor of Sociology, Yale University",7733,38,68,4.8,3,3.0,Sociology,Yale
"LI, YE","Professor of the School of ECE, Georgia Institute of Technology",39810,84,299,4.1,6,2.7,Mathematics,Duke
"Lang, John","Associate Professor of Sociology, Occidental College",833,8,8,3.8,16,1.7,English,Harvard
"Brennan, Geoffrey","Professor of Philosophy, Australian National University and Distinguished Visiting Professor, UNC Chapel Hill/Duke University",24156,52,155,4.0,2,4.0,Economics,Duke
"Page, Robert",Arizona State University,19630,76,219,4.1,8,2.1,Music,CMU
"MacKey, John","Professor of Oncology, University of Alberta",38588,97,275,4.9,24,2.3,Mathematics,CMU
"Majetich, Sara","Professor of Physics, Carnegie Mellon University",7916,46,102,2.4,8,1.8,Physics,CMU
"Dunn, Mary",St. Edward's University,1010,5,4,4.0,2,3.5,Management,UTexas
"Morewedge, Carey","Professor of Marketing | Everett W. Lord Distinguished Faculty Scholar, Boston University",4621,29,45,4.8,3,2.7,Social Science,CMU
"Barnett, Fiona","Head of Sport & Exercise Science, College of Healthcare Sciences, James Cook University",803,14,19, ,0, ,Literature,Duke
"Wilkinson, Carol","Professor of Teacher Education, Brigham Young University",620,13,15,4.8,12,2.8,English,Tufts
"Iris, Chyi",University of Texas at Austin,2847,25,38,2.0,1,2.0,Journalism,UTexas
"Dell'Antonio, Andrew","Distinguished Teaching Professor of Musicology, University of Texas at Austin",261,8,5,5.0,4,4.5,Music,UTexas
"Walker, James","Professor, Indiana University, Bloomington",21024,50,79, ,0, ,Biology,UTexas
"Harrison, Chris","Professor of Human-Computer Interaction, Carnegie Mellon University",6732,45,73, ,0, ,Computer Science,CMU
"Fields-Black, Edda","Associate Professor, Carnegie Mellon University, Department of History",130,3,3,5.0,1,1.0,History,CMU
"Coates, Michael","Professor, Organismal Biology & Anatomy, University of Chicago",5467,39,72,4.5,1,2.0,Biology,UChicago
"Anderson, Sarah","Division of Epidemiology, The Ohio State University, College of Public Health",6066,34,45,4.8,2,1.5,English,Princeton
"Curtis, Lesley","Research Officer, University of Kent",4285,14,15,4.5,1,2.0,Languages,Duke
"Rohde, Gustavo",University of Virginia,4849,32,66, ,0, ,Engineering,CMU
"Yucel, Sakir",所属不明,261,9,8,4.3,3,3.3,Communication,CMU
"Brown, Tony","Conjoint Fellow School of Medicine & Public Health; PhD Scholar (Law) University Of Newcastle, NSW",8214,42,115,4.6,11,2.6,Public Policy,Duke
"Davis, Mark",Stanford University,79844,140,442,3.9,18,4.5,Music,Harvard
"Munoz, Vincent","Associate Professor of Political Science, University of Notre Dame",346,9,9,4.0,1,2.0,Political Science,Tufts
"Gleason, William","Associate Professor of Laboratory Medicine and Pathology, University of  Minnesota",2103,28,59,5.0,1,3.0,English,Princeton
"Wu, Hung",University of California at Berkeley,5190,30,63,4.6,5,2.8,Art History,UChicago
"Butler, Kent",University of Central Florida,1789,20,25, ,0, ,Architecture,UTexas
"Szelenyi, Ivan",Max Weber Emeritus Professor of Social Sciences NYUAD,12129,48,116,4.8,3,4.3,Sociology,Yale
"Hastings, Justine",Brown University and NBER,5548,32,39,1.8,12,2.3,Economics,Yale
"Feng, Gang",University of Electronic Science and Technology of China,4096,26,68,2.1,12,3.8,Psychology,Duke
"Clark, Margaret",Yale University,21098,65,115,1.8,6,3.7,Biology,Duke
"Howell, David",The New School,2613,22,34,5.0,2,3.0,History,Princeton
"Logan, Jessica","The Ohio State University, Quantitative Research, Evaluation, and Measurement",1620,24,46,5.0,1,4.0,Psychology,Rice
"Athreya, Jayadev","Associate Professor, Department of Mathematics, University of Washington",561,12,17,2.3,13,2.4,Mathematics,UChicago
"Campbell, Eric",University of Colorado,13371,52,100,5.0,1,2.0,Linguistics,UTexas
"Weaver, Christopher",U.S. Environmental Protection Agency,3508,31,44,4.6,4,1.8,Engineering,MIT
"Goldstein, David",Columbia University,67046,117,331,4.9,4,2.5,Biology,Duke
"Labar, Kevin",Duke University,22501,71,138,3.0,10,2.1,Psychology,Duke
"Shultz, Mary Jane","Tufts University, Chemistry Department",3684,29,49,1.7,15,1.7,Chemistry,Tufts
"Palmer, Richard","Department Head, Department of Civil and Environmental Engineering, University of Massachusetts Amherst",5275,30,66,2.8,25,3.0,Chemistry,Duke
"Pomerantz, James","Professor of Psychology, Rice University",6092,30,42,4.9,4,4.2,Psychology,Rice
"Blatti, Stephan","Chair and Associate Professor of Philosophy, University of Memphis",262,6,6,4.3,6,3.3,Philosophy,Duke
"Piggott, Adam",University of Queensland,95,5,2,4.0,10,3.0,Mathematics,Tufts
"Madiman, Mokshay",University of Delaware,1359,21,36, ,0, ,Statistics,Yale
"Smiljanic, Rajka","Linguistics, University of Texas at Austin",1400,20,24,4.0,1,4.0,Linguistics,UTexas
"Reitter, David",Google Research; Penn State,1464,19,32,3.7,3,3.3,Psychology,CMU
"Sims, Christopher","Professor of Economics, Princeton University",62906,78,161, ,0, ,Documentary Studies,Duke
"Stanley, Denise",California State University-Fullerton,1055,15,21,4.2,9,3.0,Accounting,Harvard
"Boaler, Jo","Professor of Mathematics Education, Stanford University",13539,45,73,5.0,3,2.3,Education,Stanford
"Davis, Andrew","AstraZeneca, Fisons, Astra, University of Kent",5850,33,53,3.2,2,3.0,Medicine,UChicago
"Akinci, Burcu","Professor of Civil and Environmental Engineering, Carnegie Mellon University",8251,44,111,4.1,4,4.8,Engineering,CMU
"Logan, Thad","Lecturer in English and the Humanities, Rice University",357,4,3,4.4,7,3.4,English,Rice
"Klein, Joshua","Associate Professor of Neurology and Radiology, Harvard Medical School",4390,21,35,5.0,3,2.7,Physics,UTexas
"Pagani, Mark","Professor,Yale University",18882,45,60, ,0, ,Geology,Yale
"D'Andrea, Anthony",University of Chicago,925,9,9,5.0,4,2.0,Anthropology,UChicago
"Wilson, Yolonda ","Assistant Professor of Philosophy, Howard University",52,3,2,2.0,1,4.0,Philosophy,Duke
"Stein, Luke","Assistant Professor of Finance, Babson College",445,5,5, ,0, ,Economics,Stanford
"Allard, Scott",University of Washington,1433,17,21,3.2,5,2.4,Social Work,UChicago
"Connolly, Thomas","Professor, University of the West of Scotland",10468,38,80,4.9,11,2.2,Theater,Tufts
"Clement, Henry","Emeritus Professor, Universuty of Texas at Austin and Former Chair, Political Science Department",3566,23,52,2.1,4,2.5,Political Science,UTexas
"Arnold, Oliver",Dresden University of Technology,950,9,9, ,0, ,English,Princeton
"Thompson, Mark",King Fahd University of Petroleum & Minerals,108172,148,600,5.0,1,3.0,English,CMU
"Wall, Christine",Research Professor,2706,26,44,5.0,3,3.0,Anthropology,Duke
"Garrison, Mark","Professor of Education, Killgore Research Center, West Texas A&M University",320,6,5,4.0,1,4.0,Languages,UTexas
"Matsuda, Seiichi",Rice University Department of Chemistry and Department of BioSciences,5546,42,66,2.3,9,2.2,Chemistry,Rice
"Anslyn, Eric",University of Texas at Austin,26278,92,292,4.1,5,2.0,Chemistry,UTexas
"Baise, Laurie",Tufts University,1897,22,32,4.3,11,3.4,Civil Engineering,Tufts
"Swendsen, Robert","Professor of Physics, Carnegie Mellon University",24907,50,108,3.5,10,1.8,Physics,CMU
"De Vidal, Douglas",Universidade Nove de Julho,1,1,0,2.5,2,1.0,Accounting,UTexas
"Rogers, John","Simpson/Querrey Professor, Northwestern University",124102,173,830, ,0, ,English,Yale
"Khasawneh, Firas",Michigan State University,524,14,15,2.6,12,1.6,Engineering,Duke
"Hensley, Nathan","Assistant Professor of Sustainability Education, Bowling Green State University",80,5,2, ,0, ,English,Duke
"Marshall, Steven",University of Wisconsin-Madison,2528,22,33,3.5,1,3.0,Political Science,UTexas
"Laycock, Douglas",Univesity of Virginia,9368,48,85,4.0,3,2.3,Law,UTexas
"Stolarick, Kevin","Future Skills,Ted Rogers School of Management's Diversity Institute, Ryerson University",3285,24,38,2.7,7,2.9,Computer Science,CMU
"Flowers, Jason",Murraysmith,376,6,5,5.0,1,5.0,Advertising,UTexas
"Johnson, Steven","Professor of Applied Mathematics and Physics, Massachusetts Institute of Technology",56411,81,265,1.5,1,2.0,Mathematics,MIT
"Stevens, Scott",Intermountain Medical Center and University of Utah,7881,32,45,3.5,5,1.4,Biology,UTexas
"Beilock, Sian","Barnard College, Columbia University",16850,61,98,2.0,1,1.0,Psychology,UChicago
"Qiu, Lili","Professor, Dept. of Computer Science, The University of Texas at Austin",13755,56,125,4.0,1,1.0,Computer Science,UTexas
"Jacobsohn, Gary","Professor of Government, University of Texas ar Austin",1209,17,22,2.2,2,3.0,Political Science,UTexas
"Zimmerman, Robert","Department of Earth Science and Engineering, Imperial College, London, UK",20464,58,132,3.3,13,4.1,Music,Duke
"Adler, Eric",Professor of Medicine University of California San Diego,3472,19,29,5.0,1,3.0,History,Rice
"Yezer, Caroline","Strassler Center for Holocaust and Genocide Studies, Clark University",82,6,4,5.0,2,3.0,Anthropology,Duke
"Kesten, Onur",Carnegie Mellon University,1241,17,22,3.6,8,3.1,Economics,CMU
"Wong, David",George Mason University,8104,40,83,4.4,10,3.4,Philosophy,Duke
"Panetta, Karen","Associate Dean of Graduate Education, Tufts Univeristy",4156,28,78,3.5,16,2.9,Electrical Engineering,Tufts
"Quinn, Brian",University of the West of Scotland,2119,22,25,4.0,2,2.0,Physics,CMU
"Olson, Jon","Petroleum and Geosystems Engineering, University of Texas at Austin",8069,43,73,2.5,2,2.5,Engineering,UTexas
"O'Rourke, Keith",O'Rourke Consulting,13280,36,62,1.2,6,2.5,Mathematics,Duke
"Kohler, Jennifer","Associate Professor of Biochemistry, UT Southwestern Medical Center",1977,24,41,3.2,3,3.0,Chemistry,Stanford
"Seidenfeld, Teddy",Carnegie Mellon,3370,32,66,4.5,1,5.0,Philosophy,CMU
"Luco, Andres",Nanyang Technological University,71,3,2,4.2,3,3.0,Philosophy,Duke
"Ochsendorf, John","Professor, Massachusetts Institute of Technology",3474,28,56,5.0,2,3.5,Architecture,MIT
"Zhang, Yongtao","Professor, University of Notre Dame",2594,28,40, ,0, ,Languages,Princeton
"Dalmas, Franck",Unknown affiliation,8,1,0,1.5,2,1.0,Languages,Duke
"Bullock, Barbara",The University of Texas at Austin,1614,19,31, ,0, ,Linguistics,UTexas
"Adams, Paul",Lawrence Berkeley Laboratory & UC Berkeley,77461,82,242,3.2,9,3.2,Geography,UTexas
"Gmachl, Claire","Professor of Electrical Engineering, Princeton University",18845,69,232,5.0,1,5.0,Engineering,Princeton
"Meck, Warren","Professor of Psychology and Neuroscience – Duke University, USA",30324,91,196,2.7,20,2.5,Psychology,Duke
"Prevost, Jean",Professor of Civil and Environmental Eng.,10666,53,136, ,0, ,Engineering,Princeton
"Anderson, Ruth","Virginia Stone Professor of Nursing, Duke University",10285,49,146,5.0,1,3.0,Nursing,Duke
"Walser, Joseph",Tufts University,203,5,3,4.7,9,2.9,Theology,Tufts
"Wolf, John","Dept. of Neurosurgery, University of Pennsylvania",3889,26,37, ,0, ,Anthropology,Stanford
"Meyer, Joel","Associate Professor of Molecular Toxicology, Duke University",6981,42,79,4.2,15,3.9,Ecology & Evolutionary Biology,Duke
"Siroky, David","Associate Professor of Political Science, Arizona State University",931,13,18,5.0,1,4.0,Political Science,Duke
"Brady, David","Michael J. Fitzpatrick Endowed Professor of Photonics, Duke University",14109,61,230,4.5,3,3.0,Political Science,Stanford
"Cai, Jie",Drexel University,2029,16,22,4.6,24,3.8,Languages,Duke
"Schneider, James",NAVFAC,2073,23,37,4.8,3,3.3,Engineering,CMU
"Bonevac, Daniel","Professor of Philosophy, University of Texas at Austin",1068,18,31,4.4,24,3.9,Philosophy,UTexas
"Hurst, William",Northwestern University,1145,14,16,4.0,1,1.0,Government,UTexas
"Lewis, Sara","Professor of Biology, Tufts University",5155,40,78,5.0,3,3.7,Science,Tufts
"Gildin, Eduardo","Associate Professor, Texas A&M University",891,18,33, ,0, ,Engineering,UTexas
"Martin, Felipe",Universidad Nacional Mayor de San Marcos,1983,22,48,1.3,10,2.3,Economics,Tufts
"Loewenstein, George","Professor, Carnegie Mellon University",106789,139,304,4.0,1,2.0,Social Science,CMU
"Griffith, Marie","Professor, Washington University in St. Louis",1427,12,13,4.7,3,2.3,Religion,Princeton
"Goldberg, Adele","Professor of Psychology, Princeton University",27061,51,86, ,0, ,Psychology,Princeton
"Astrachan, Owen",Professor of the Practice of Computer Science,1799,24,34,4.0,65,3.5,Computer Science,Duke
"Doubechies, Ingrid",Duke University,91941,75,183, ,0, ,English,Princeton
"Tezduyar, Tayfun E.","James F. Barbour Professor of Mechanical Engineering, Rice University; Professor, Waseda University",29667,94,306,3.5,1,1.0,Engineering,Rice
"Campana, Alessandra","PhD Student, CNR-ISMN and UniBo",383,6,6,3.2,6,3.8,Music,Tufts
"Klenow, Pete","Professor of Economics, Stanford University",23374,40,47,5.0,3,2.3,Economics,Stanford
"Perelman, Les","Director of Writing Across the Curriculum, Retired and Research Affilate MIT",354,9,9,3.0,2,4.0,Literature,MIT
"Vengosh, Avner","Professor of geochemistry and water quality, Duke University",14294,59,138,2.8,2,2.5,Geology,Duke
"Mentzer, Mark",Professor of Mathematics and Engineering,271,9,9,4.4,11,2.9,Fine Arts,CMU
"Achar, Pramod","Professor of Mathematics, Louisiana State University",725,18,24,4.4,6,2.8,Mathematics,UChicago
"Bartel, David","Professor of Biology, HHMI, MIT, Whitehead Institute",181625,117,192,4.0,1,3.0,Biology,MIT
"Lee, Yoonkyung","Professor of Statistics, Ohio State University",2423,16,21,4.8,2,3.5,Political Science,Duke
"Bahuaud, Eric",Seattle University,153,9,9,4.8,2,2.0,Mathematics,Stanford
"Crews, Kelley","Geography & the Environment, University of Texas - Austin",1629,19,28,4.8,2,3.5,Geography,UTexas
"Park, Minjung","Associate Professor, Department of Economics, Ewha Womans University",462,7,6,4.5,1,4.0,Languages,UTexas
"Kaya, Yunus",Istanbul University,386,7,6,4.2,2,5.0,Sociology,Duke
"Rosen, Gideon","Professor of Philosophy, Princeton University",4805,27,41,4.2,10,2.8,Philosophy,Princeton
"Yang, Changhuei","Thomas G Myers Professor, California Institute of Technology",18626,63,201, ,0, ,Engineering,Rice
"Krueger, Alan",Princeton University,119459,129,357,3.0,3,3.7,Economics,Princeton
"Gassman-Pines, Anna","Associate Professor of Public Policy, Sanford School of Public Policy, Duke University",967,16,21,5.0,1,4.0,Psychology,Duke
"Wilcox, Gary",John A. Beck Centennial Professor in Communication,968,18,25,4.2,6,2.0,Communication,UTexas
"Clark, Margaret",Yale University,21098,65,115,1.5,1,4.0,Psychology,Yale
"Mamonov, Alexander",University of Houston,360,8,8,3.7,3,2.7,Mathematics,UTexas
"Krishnan, Ramayaa",Carnegie Mellon University,19461,61,185,2.0,2,2.0,Management,CMU
"Young, Patrick",Internationella Engelska Gymnasiet Södermalm,1643,16,17,4.4,7,4.4,Computer Science,Stanford
"Kalra, Ajay","Assistant Professor, Southern Illinois University Carbondale",1937,23,36,4.5,1,4.0,Music,UTexas
"Jackson, Virginia",UC Irvine,928,10,11,4.3,8,3.0,English,Tufts
"Zeitlin, ",University of Amsterdam,12469,52,97,3.7,3,2.7,Literature,Princeton
"Wynn, Karen","Professor Emerita of Psychology and Cognitive Science, Yale University",13252,44,65,4.5,2,2.5,Psychology,Yale
"Rowe, Timothy","Professor of Paleontology, The Jackson School of Geosciences, University of Texas at Austin",9365,50,91,3.9,7,2.1,Geology,UTexas
